order_id,order_date,order_time,customer_id,store_id,order_source,platform
O01616,2025-02-16,18:33:00,C7311,S06,Store,In Store
O01617,2025-01-28,21:04:00,C7101,S03,Store,In Store
O01618,2025-01-08,17:06:00,C14562,S05,Online,Starbucks App
O01619,2025-02-27,11:07:00,C17159,S03,Store,In Store
O01620,2025-02-21,08:14:00,C11294,S03,Store,In Store
O01621,2025-02-14,10:16:00,C19485,S04,Online,Starbucks App
O01622,2025-02-22,20:35:00,C9244,S07,Online,Zomato
O01623,2025-02-08,16:31:00,C10910,S07,Store,In Store
O01624,2025-03-16,10:21:00,C7301,S07,Online,Swiggy
O01625,2025-01-26,09:41:00,C19841,S07,Online,Zomato
O01626,2025-02-20,17:20:00,C17055,S03,Online,Starbucks App
O01627,2025-02-15,12:22:00,C10185,S08,Store,In Store
O01628,2025-02-19,13:18:00,C875,S02,Online,Swiggy
O01629,2025-01-05,16:56:00,C18067,S05,Store,In Store
O01630,2025-01-06,19:08:00,C15944,S07,Online,Starbucks App
O01631,2025-03-27,10:39:00,C7196,S02,Store,In Store
O01632,2025-02-20,07:48:00,C4903,S05,Store,In Store
O01633,2025-02-26,08:59:00,C19767,S02,Online,Starbucks App
O01634,2025-03-20,08:38:00,C992,S02,Store,In Store
O01635,2025-01-12,08:56:00,C15157,S04,Online,Starbucks App
O01636,2025-02-28,12:24:00,C15212,S08,Online,Swiggy
O01637,2025-02-06,10:13:00,C1897,S06,Store,In Store
O01638,2025-01-25,12:10:00,C17350,S01,Store,In Store
O01639,2025-02-05,15:00:00,C14217,S05,Store,In Store
O01640,2025-03-01,14:52:00,C2592,S08,Online,Swiggy
O01641,2025-03-18,09:34:00,C16271,S05,Online,Swiggy
O01642,2025-01-17,08:52:00,C9343,S05,Store,In Store
O01643,2025-02-24,16:05:00,C11901,S04,Online,Zomato
O01644,2025-01-26,19:13:00,C10178,S03,Store,In Store
O01645,2025-02-02,19:08:00,C9919,S05,Store,In Store
O01646,2025-02-05,11:59:00,C5279,S07,Store,In Store
O01647,2025-03-21,08:47:00,C11233,S05,Online,Swiggy
O01648,2025-02-27,09:20:00,C6360,S08,Online,Starbucks App
O01649,2025-01-07,19:27:00,C3858,S03,Store,In Store
O01650,2025-03-04,13:57:00,C19654,S03,Online,Swiggy
O01651,2025-03-06,11:05:00,C14412,S01,Store,In Store
O01652,2025-01-05,18:17:00,C12146,S08,Store,In Store
O01653,2025-02-28,07:57:00,C8558,S08,Online,Starbucks App
O01654,2025-01-04,16:01:00,C5166,S02,Store,In Store
O01655,2025-02-25,19:44:00,C7680,S03,Online,Starbucks App
O01656,2025-03-21,17:38:00,C11812,S08,Store,In Store
O01657,2025-02-25,11:56:00,C124,S08,Online,Swiggy
O01658,2025-01-30,22:42:00,C1546,S02,Online,Swiggy
O01659,2025-02-07,14:54:00,C12711,S06,Online,Swiggy
O01660,2025-03-21,15:57:00,C2083,S01,Store,In Store
O01661,2025-01-31,09:25:00,C8370,S06,Store,In Store
O01662,2025-02-06,21:24:00,C16976,S01,Store,In Store
O01663,2025-02-10,18:34:00,C16643,S02,Store,In Store
O01664,2025-02-27,12:12:00,C7727,S05,Online,Swiggy
O01665,2025-01-03,16:54:00,C17907,S07,Store,In Store
O01666,2025-03-27,07:41:00,C3321,S06,Store,In Store
O01667,2025-02-15,18:49:00,C5469,S05,Online,Zomato
O01668,2025-01-31,07:57:00,C11334,S02,Online,Zomato
O01669,2025-03-06,11:41:00,C17641,S05,Store,In Store
O01670,2025-01-26,14:16:00,C19776,S03,Store,In Store
O01671,2025-01-21,10:22:00,C16410,S03,Store,In Store
O01672,2025-03-05,15:31:00,C11089,S05,Store,In Store
O01673,2025-02-17,21:12:00,C8407,S01,Store,In Store
O01674,2025-02-13,19:38:00,C5934,S03,Store,In Store
O01675,2025-03-23,20:02:00,C2423,S08,Online,Swiggy
O01676,2025-02-23,10:19:00,C17253,S07,Online,Swiggy
O01677,2025-02-26,18:19:00,C9626,S03,Store,In Store
O01678,2025-03-31,07:44:00,C18023,S01,Online,Zomato
O01679,2025-02-10,17:31:00,C11673,S01,Store,In Store
O01680,2025-01-02,10:41:00,C4916,S04,Online,Zomato
O01681,2025-01-12,14:01:00,C19777,S03,Store,In Store
O01682,2025-02-05,17:09:00,C5246,S04,Store,In Store
O01683,2025-03-26,16:37:00,C5932,S05,Store,In Store
O01684,2025-01-05,13:58:00,C18656,S06,Store,In Store
O01685,2025-02-08,09:07:00,C5207,S05,Store,In Store
O01686,2025-02-09,07:25:00,C19941,S08,Online,Starbucks App
O01687,2025-03-10,13:32:00,C15769,S06,Online,Swiggy
O01688,2025-02-10,21:36:00,C18645,S05,Store,In Store
O01689,2025-02-19,08:39:00,C3677,S01,Online,Zomato
O01690,2025-03-27,14:05:00,C14772,S05,Online,Starbucks App
O01691,2025-03-15,17:56:00,C16923,S06,Online,Zomato
O01692,2025-03-22,17:36:00,C17231,S07,Online,Zomato
O01693,2025-02-22,16:11:00,C6793,S04,Store,In Store
O01694,2025-03-08,14:50:00,C1671,S08,Online,Starbucks App
O01695,2025-02-11,14:01:00,C4452,S02,Online,Swiggy
O01696,2025-01-31,22:34:00,C3327,S02,Store,In Store
O01697,2025-01-18,17:00:00,C1218,S07,Store,In Store
O01698,2025-03-27,07:45:00,C19892,S08,Online,Starbucks App
O01699,2025-01-13,18:27:00,C16907,S04,Online,Swiggy
O01700,2025-03-31,16:34:00,C844,S01,Online,Starbucks App
O01701,2025-01-23,15:04:00,C17920,S04,Store,In Store
O01702,2025-02-05,15:18:00,C8524,S04,Online,Zomato
O01703,2025-01-23,13:17:00,C12854,S07,Store,In Store
O01704,2025-03-04,08:14:00,C11987,S01,Store,In Store
O01705,2025-02-07,10:48:00,C13976,S08,Online,Zomato
O01706,2025-03-04,13:16:00,C2328,S03,Store,In Store
O01707,2025-03-12,18:12:00,C12169,S05,Store,In Store
O01708,2025-03-19,19:54:00,C15459,S08,Store,In Store
O01709,2025-01-05,08:11:00,C10675,S07,Store,In Store
O01710,2025-01-15,07:39:00,C4526,S05,Store,In Store
O01711,2025-02-04,22:48:00,C1527,S01,Store,In Store
O01712,2025-01-18,15:16:00,C6483,S08,Store,In Store
O01713,2025-01-09,18:01:00,C3672,S06,Store,In Store
O01714,2025-01-27,15:25:00,C6407,S04,Store,In Store
O01715,2025-02-03,08:14:00,C10013,S07,Store,In Store
O01716,2025-02-11,12:07:00,C6559,S03,Store,In Store
O01717,2025-02-14,11:19:00,C16239,S08,Online,Starbucks App
O01718,2025-03-12,07:31:00,C17256,S03,Store,In Store
O01719,2025-01-17,07:17:00,C14684,S01,Online,Swiggy
O01720,2025-02-02,18:29:00,C8568,S05,Store,In Store
O01721,2025-01-23,13:12:00,C19540,S01,Online,Starbucks App
O01722,2025-01-28,21:00:00,C196,S08,Online,Zomato
O01723,2025-02-01,16:04:00,C11145,S08,Online,Swiggy
O01724,2025-03-17,17:01:00,C15690,S07,Online,Swiggy
O01725,2025-01-06,14:15:00,C11004,S08,Online,Starbucks App
O01726,2025-01-04,17:02:00,C5468,S06,Store,In Store
O01727,2025-02-07,08:05:00,C2611,S07,Store,In Store
O01728,2025-02-25,14:29:00,C12140,S08,Store,In Store
O01729,2025-01-15,08:17:00,C3178,S06,Online,Starbucks App
O01730,2025-03-07,08:14:00,C15410,S07,Store,In Store
O01731,2025-03-03,19:00:00,C11415,S02,Store,In Store
O01732,2025-01-02,07:25:00,C5514,S05,Online,Zomato
O01733,2025-01-02,08:46:00,C1550,S03,Store,In Store
O01734,2025-03-19,08:33:00,C18857,S04,Online,Zomato
O01735,2025-03-11,20:37:00,C16473,S06,Store,In Store
O01736,2025-01-08,22:02:00,C16585,S08,Store,In Store
O01737,2025-01-25,08:25:00,C751,S08,Online,Zomato
O01738,2025-01-07,08:26:00,C9210,S02,Online,Starbucks App
O01739,2025-03-03,22:22:00,C18009,S05,Online,Zomato
O01740,2025-01-03,09:54:00,C8098,S05,Store,In Store
O01741,2025-02-17,11:03:00,C12588,S01,Online,Zomato
O01742,2025-03-15,20:00:00,C6704,S04,Store,In Store
O01743,2025-03-08,08:37:00,C6411,S04,Online,Zomato
O01744,2025-03-27,10:24:00,C5218,S08,Store,In Store
O01745,2025-03-08,07:06:00,C8269,S05,Store,In Store
O01746,2025-01-14,14:55:00,C4144,S03,Store,In Store
O01747,2025-02-22,09:06:00,C9490,S04,Online,Zomato
O01748,2025-02-13,12:50:00,C10205,S04,Online,Zomato
O01749,2025-03-18,13:34:00,C3267,S08,Online,Starbucks App
O01750,2025-02-15,08:13:00,C3773,S02,Store,In Store
O01751,2025-02-04,07:36:00,C6932,S05,Store,In Store
O01752,2025-01-20,15:31:00,C11089,S05,Store,In Store
O01753,2025-03-13,17:01:00,C11666,S08,Online,Zomato
O01754,2025-03-13,15:03:00,C13442,S07,Store,In Store
O01755,2025-01-24,07:40:00,C7742,S05,Online,Zomato
O01756,2025-03-06,18:31:00,C1610,S04,Online,Zomato
O01757,2025-01-01,15:41:00,C4806,S01,Store,In Store
O01758,2025-01-05,17:13:00,C15743,S07,Store,In Store
O01759,2025-02-27,17:12:00,C945,S02,Store,In Store
O01760,2025-03-24,18:31:00,C12533,S05,Online,Zomato
O01761,2025-03-21,09:11:00,C6931,S03,Online,Starbucks App
O01762,2025-02-15,16:05:00,C4780,S07,Store,In Store
O01763,2025-01-22,07:03:00,C2435,S05,Store,In Store
O01764,2025-02-09,10:08:00,C8685,S07,Store,In Store
O01765,2025-01-16,22:24:00,C15283,S08,Online,Swiggy
O01766,2025-03-27,08:22:00,C4814,S04,Online,Starbucks App
O01767,2025-01-01,22:42:00,C9239,S08,Store,In Store
O01768,2025-01-11,15:36:00,C7613,S06,Online,Swiggy
O01769,2025-03-09,13:13:00,C4640,S05,Online,Zomato
O01770,2025-03-09,13:24:00,C7573,S06,Online,Starbucks App
O01771,2025-03-05,13:34:00,C15457,S02,Store,In Store
O01772,2025-02-01,08:20:00,C11488,S02,Store,In Store
O01773,2025-03-22,22:58:00,C14733,S07,Online,Swiggy
O01774,2025-01-15,19:49:00,C15395,S06,Online,Starbucks App
O01775,2025-03-02,12:01:00,C3423,S08,Online,Starbucks App
O01776,2025-02-10,17:21:00,C6863,S04,Online,Starbucks App
O01777,2025-03-01,14:45:00,C7345,S03,Store,In Store
O01778,2025-02-28,11:55:00,C8567,S07,Store,In Store
O01779,2025-03-09,11:40:00,C16099,S06,Online,Swiggy
O01780,2025-03-26,07:45:00,C4107,S04,Store,In Store
O01781,2025-01-02,22:32:00,C668,S06,Online,Zomato
O01782,2025-01-30,20:42:00,C9090,S06,Online,Zomato
O01783,2025-02-27,21:07:00,C9151,S07,Online,Zomato
O01784,2025-01-19,15:13:00,C6569,S04,Online,Swiggy
O01785,2025-02-04,14:40:00,C3527,S06,Store,In Store
O01786,2025-01-25,12:55:00,C5252,S02,Store,In Store
O01787,2025-01-08,18:36:00,C2040,S01,Online,Zomato
O01788,2025-01-24,08:33:00,C11022,S04,Store,In Store
O01789,2025-01-25,07:18:00,C11609,S03,Online,Zomato
O01790,2025-02-28,10:55:00,C13763,S02,Store,In Store
O01791,2025-01-31,09:14:00,C17318,S02,Store,In Store
O01792,2025-02-08,22:53:00,C16188,S04,Store,In Store
O01793,2025-02-09,20:23:00,C12863,S08,Online,Starbucks App
O01794,2025-03-31,13:00:00,C15277,S04,Store,In Store
O01795,2025-03-26,14:49:00,C19027,S03,Store,In Store
O01796,2025-02-18,17:56:00,C16988,S06,Online,Starbucks App
O01797,2025-02-22,10:42:00,C1423,S06,Online,Swiggy
O01798,2025-01-29,16:40:00,C11853,S08,Store,In Store
O01799,2025-03-14,10:48:00,C14681,S06,Store,In Store
O01800,2025-02-05,20:52:00,C8448,S08,Online,Starbucks App
O01801,2025-02-26,13:02:00,C5764,S01,Store,In Store
O01802,2025-03-05,21:51:00,C16835,S03,Store,In Store
O01803,2025-01-10,19:54:00,C13527,S07,Online,Zomato
O01804,2025-03-15,18:47:00,C6599,S07,Store,In Store
O01805,2025-01-25,09:00:00,C15081,S03,Online,Zomato
O01806,2025-01-27,13:45:00,C53,S06,Online,Swiggy
O01807,2025-01-28,10:11:00,C8125,S05,Online,Swiggy
O01808,2025-01-03,07:49:00,C296,S08,Store,In Store
O01809,2025-03-13,16:16:00,C6499,S03,Store,In Store
O01810,2025-03-01,08:43:00,C8632,S01,Online,Starbucks App
O01811,2025-01-17,07:47:00,C10375,S07,Online,Zomato
O01812,2025-01-12,17:47:00,C4455,S03,Online,Starbucks App
O01813,2025-01-10,18:40:00,C17410,S06,Store,In Store
O01814,2025-02-23,20:58:00,C2105,S03,Store,In Store
O01815,2025-01-10,18:52:00,C12976,S04,Online,Swiggy
O01816,2025-02-06,21:52:00,C1880,S03,Online,Starbucks App
O01817,2025-03-27,16:50:00,C91,S03,Online,Zomato
O01818,2025-01-01,21:10:00,C17483,S02,Online,Starbucks App
O01819,2025-01-18,09:19:00,C16004,S01,Store,In Store
O01820,2025-01-18,09:18:00,C7723,S01,Online,Zomato
O01821,2025-03-16,19:00:00,C4700,S06,Store,In Store
O01822,2025-02-08,12:22:00,C17761,S07,Store,In Store
O01823,2025-03-30,13:43:00,C6809,S02,Store,In Store
O01824,2025-03-19,16:15:00,C7566,S01,Store,In Store
O01825,2025-03-21,17:59:00,C10386,S03,Store,In Store
O01826,2025-03-16,11:37:00,C1116,S01,Store,In Store
O01827,2025-03-16,20:51:00,C13904,S02,Store,In Store
O01828,2025-02-27,07:14:00,C6676,S01,Online,Swiggy
O01829,2025-01-07,10:00:00,C17374,S06,Online,Zomato
O01830,2025-03-09,19:15:00,C11712,S07,Online,Zomato
O01831,2025-01-09,12:39:00,C9380,S08,Store,In Store
O01832,2025-02-06,08:15:00,C19579,S03,Store,In Store
O01833,2025-03-26,16:13:00,C13161,S04,Store,In Store
O01834,2025-02-04,21:20:00,C4538,S04,Store,In Store
O01835,2025-01-20,16:59:00,C14546,S05,Store,In Store
O01836,2025-01-03,10:44:00,C4421,S05,Store,In Store
O01837,2025-02-28,20:59:00,C1329,S04,Store,In Store
O01838,2025-03-24,12:50:00,C6477,S03,Online,Swiggy
O01839,2025-02-06,16:53:00,C15756,S03,Online,Swiggy
O01840,2025-03-29,17:17:00,C6460,S06,Online,Swiggy
O01841,2025-03-13,21:29:00,C12111,S03,Online,Starbucks App
O01842,2025-02-11,18:04:00,C1566,S05,Store,In Store
O01843,2025-02-18,20:45:00,C4254,S08,Store,In Store
O01844,2025-02-28,22:16:00,C9795,S06,Store,In Store
O01845,2025-02-09,18:19:00,C13523,S02,Online,Starbucks App
O01846,2025-01-28,08:29:00,C4679,S04,Online,Swiggy
O01847,2025-03-14,17:31:00,C4826,S01,Store,In Store
O01848,2025-02-13,10:30:00,C13430,S01,Store,In Store
O01849,2025-03-26,16:24:00,C8610,S03,Store,In Store
O01850,2025-01-26,11:07:00,C7904,S05,Store,In Store
O01851,2025-01-15,19:17:00,C1012,S01,Online,Starbucks App
O01852,2025-01-15,18:27:00,C11604,S04,Online,Swiggy
O01853,2025-03-04,18:33:00,C19764,S07,Online,Swiggy
O01854,2025-01-27,16:18:00,C10832,S01,Store,In Store
O01855,2025-02-13,15:54:00,C15549,S02,Store,In Store
O01856,2025-01-04,12:58:00,C14329,S08,Store,In Store
O01857,2025-03-17,16:17:00,C5374,S08,Online,Starbucks App
O01858,2025-03-30,10:11:00,C2895,S06,Store,In Store
O01859,2025-01-18,15:33:00,C14205,S01,Online,Starbucks App
O01860,2025-02-09,11:09:00,C5609,S01,Online,Starbucks App
O01861,2025-03-02,09:00:00,C7790,S07,Store,In Store
O01862,2025-02-18,21:47:00,C12943,S04,Store,In Store
O01863,2025-02-15,13:42:00,C3339,S03,Online,Swiggy
O01864,2025-01-23,11:53:00,C6897,S04,Store,In Store
O01865,2025-03-26,18:15:00,C158,S04,Store,In Store
O01866,2025-02-06,21:54:00,C16864,S04,Store,In Store
O01867,2025-03-24,21:56:00,C3351,S01,Online,Starbucks App
O01868,2025-03-30,15:47:00,C7821,S02,Store,In Store
O01869,2025-01-19,19:00:00,C12780,S07,Online,Zomato
O01870,2025-02-14,20:36:00,C1487,S08,Store,In Store
O01871,2025-01-21,21:07:00,C715,S07,Store,In Store
O01872,2025-03-31,12:52:00,C10469,S08,Online,Zomato
O01873,2025-02-18,14:58:00,C8062,S01,Store,In Store
O01874,2025-02-20,20:54:00,C19741,S08,Store,In Store
O01875,2025-01-11,18:45:00,C14855,S02,Store,In Store
O01876,2025-01-19,17:01:00,C18812,S06,Store,In Store
O01877,2025-03-07,20:46:00,C9773,S06,Online,Starbucks App
O01878,2025-02-07,16:48:00,C1615,S04,Online,Zomato
O01879,2025-03-09,22:42:00,C16452,S07,Online,Swiggy
O01880,2025-03-11,22:30:00,C247,S03,Online,Starbucks App
O01881,2025-02-21,12:25:00,C12748,S05,Store,In Store
O01882,2025-02-10,20:17:00,C13588,S05,Store,In Store
O01883,2025-01-03,13:57:00,C2466,S08,Store,In Store
O01884,2025-03-03,15:49:00,C16999,S05,Online,Swiggy
O01885,2025-01-01,13:52:00,C12129,S08,Store,In Store
O01886,2025-01-28,20:52:00,C2333,S07,Online,Swiggy
O01887,2025-02-23,09:01:00,C14623,S02,Online,Zomato
O01888,2025-03-17,22:24:00,C14091,S06,Store,In Store
O01889,2025-02-25,08:33:00,C14250,S05,Store,In Store
O01890,2025-02-28,08:07:00,C11669,S04,Store,In Store
O01891,2025-03-10,12:52:00,C7590,S02,Online,Zomato
O01892,2025-02-01,09:46:00,C13349,S08,Store,In Store
O01893,2025-03-14,14:43:00,C443,S01,Store,In Store
O01894,2025-03-31,20:44:00,C10191,S01,Store,In Store
O01895,2025-03-23,07:30:00,C11622,S05,Online,Zomato
O01896,2025-03-30,16:15:00,C14288,S01,Store,In Store
O01897,2025-01-02,20:28:00,C8137,S02,Store,In Store
O01898,2025-03-01,20:27:00,C469,S03,Store,In Store
O01899,2025-03-30,21:13:00,C19534,S03,Online,Swiggy
O01900,2025-02-06,17:50:00,C18963,S08,Store,In Store
O01901,2025-01-10,09:09:00,C15907,S05,Store,In Store
O01902,2025-02-17,20:17:00,C151,S08,Store,In Store
O01903,2025-01-28,21:54:00,C6921,S03,Store,In Store
O01904,2025-02-15,07:50:00,C8677,S04,Online,Swiggy
O01905,2025-03-05,17:34:00,C11925,S08,Online,Swiggy
O01906,2025-03-18,16:19:00,C3879,S03,Online,Zomato
O01907,2025-02-12,11:47:00,C7105,S05,Store,In Store
O01908,2025-02-15,10:42:00,C6236,S04,Store,In Store
O01909,2025-02-12,13:16:00,C404,S07,Store,In Store
O01910,2025-02-24,15:19:00,C11464,S06,Online,Swiggy
O01911,2025-01-28,17:20:00,C19449,S02,Store,In Store
O01912,2025-01-04,11:12:00,C164,S05,Online,Starbucks App
O01913,2025-03-15,08:29:00,C13765,S08,Store,In Store
O01914,2025-01-23,17:40:00,C12562,S06,Online,Starbucks App
O01915,2025-02-23,14:21:00,C4816,S02,Online,Swiggy
O01916,2025-02-22,12:47:00,C3663,S08,Store,In Store
O01917,2025-02-18,07:43:00,C16586,S07,Store,In Store
O01918,2025-02-14,19:21:00,C10515,S04,Store,In Store
O01919,2025-03-15,17:16:00,C15521,S04,Store,In Store
O01920,2025-02-21,12:20:00,C12832,S02,Online,Starbucks App
O01921,2025-01-31,10:47:00,C4132,S05,Online,Starbucks App
O01922,2025-02-24,10:25:00,C5037,S03,Store,In Store
O01923,2025-01-15,08:46:00,C8771,S03,Store,In Store
O01924,2025-02-22,21:15:00,C2264,S05,Store,In Store
O01925,2025-03-02,10:31:00,C2396,S08,Online,Zomato
O01926,2025-03-03,14:40:00,C13555,S03,Online,Swiggy
O01927,2025-01-30,22:15:00,C11377,S04,Online,Swiggy
O01928,2025-03-12,22:06:00,C10968,S07,Online,Swiggy
O01929,2025-01-16,22:41:00,C19729,S06,Online,Zomato
O01930,2025-01-13,20:21:00,C19481,S05,Online,Starbucks App
O01931,2025-03-08,16:18:00,C16208,S03,Store,In Store
O01932,2025-01-22,19:19:00,C16818,S06,Store,In Store
O01933,2025-03-15,10:16:00,C19490,S08,Store,In Store
O01934,2025-01-27,08:30:00,C14536,S02,Online,Zomato
O01935,2025-01-13,10:57:00,C2735,S08,Online,Zomato
O01936,2025-02-24,13:00:00,C4338,S03,Online,Zomato
O01937,2025-03-10,13:30:00,C7472,S02,Store,In Store
O01938,2025-02-06,10:43:00,C15066,S06,Online,Zomato
O01939,2025-01-17,10:59:00,C14172,S02,Online,Swiggy
O01940,2025-03-11,15:43:00,C10510,S04,Store,In Store
O01941,2025-01-25,22:11:00,C6907,S07,Store,In Store
O01942,2025-03-30,14:27:00,C8357,S08,Store,In Store
O01943,2025-02-09,17:02:00,C7873,S05,Online,Starbucks App
O01944,2025-03-06,13:02:00,C8793,S01,Store,In Store
O01945,2025-03-30,21:18:00,C16,S05,Store,In Store
O01946,2025-02-25,17:29:00,C9897,S02,Online,Zomato
O01947,2025-01-07,20:43:00,C17169,S04,Online,Starbucks App
O01948,2025-03-12,14:28:00,C2446,S07,Online,Swiggy
O01949,2025-03-31,15:38:00,C9943,S04,Store,In Store
O01950,2025-02-07,09:11:00,C7272,S07,Online,Starbucks App
O01951,2025-01-28,08:00:00,C14415,S02,Online,Swiggy
O01952,2025-03-08,16:12:00,C15419,S07,Store,In Store
O01953,2025-02-12,14:47:00,C19023,S02,Store,In Store
O01954,2025-01-26,18:33:00,C16148,S05,Online,Starbucks App
O01955,2025-03-15,20:47:00,C13296,S04,Store,In Store
O01956,2025-03-31,11:36:00,C8514,S01,Store,In Store
O01957,2025-03-05,07:59:00,C1186,S06,Online,Starbucks App
O01958,2025-02-26,08:21:00,C7696,S02,Online,Swiggy
O01959,2025-01-15,13:16:00,C8770,S03,Store,In Store
O01960,2025-03-21,14:05:00,C18253,S04,Store,In Store
O01961,2025-01-07,22:13:00,C4240,S08,Store,In Store
O01962,2025-03-31,08:03:00,C17501,S04,Online,Starbucks App
O01963,2025-03-13,12:41:00,C14024,S02,Store,In Store
O01964,2025-03-29,19:13:00,C5116,S06,Online,Starbucks App
O01965,2025-02-02,08:54:00,C4800,S03,Online,Starbucks App
O01966,2025-02-06,22:08:00,C8081,S04,Online,Zomato
O01967,2025-03-18,07:41:00,C9786,S06,Store,In Store
O01968,2025-02-27,07:27:00,C10095,S04,Store,In Store
O01969,2025-03-14,15:37:00,C11745,S05,Online,Starbucks App
O01970,2025-02-02,12:52:00,C7788,S04,Online,Starbucks App
O01971,2025-02-25,11:28:00,C1032,S05,Store,In Store
O01972,2025-02-10,09:37:00,C4857,S06,Store,In Store
O01973,2025-02-21,20:17:00,C11046,S04,Store,In Store
O01974,2025-01-14,20:09:00,C9265,S01,Store,In Store
O01975,2025-01-13,13:47:00,C16615,S03,Store,In Store
O01976,2025-01-12,07:05:00,C10948,S08,Online,Starbucks App
O01977,2025-01-16,10:52:00,C1114,S08,Online,Starbucks App
O01978,2025-01-21,08:11:00,C3183,S02,Store,In Store
O01979,2025-03-05,10:36:00,C19641,S05,Store,In Store
O01980,2025-03-15,10:17:00,C8220,S06,Store,In Store
O01981,2025-02-26,07:03:00,C5092,S05,Store,In Store
O01982,2025-03-01,17:02:00,C18711,S04,Online,Starbucks App
O01983,2025-02-21,19:57:00,C2530,S07,Store,In Store
O01984,2025-01-31,09:18:00,C15528,S07,Store,In Store
O01985,2025-03-29,17:38:00,C4591,S08,Store,In Store
O01986,2025-01-22,18:01:00,C2218,S08,Online,Swiggy
O01987,2025-03-04,16:23:00,C5553,S02,Store,In Store
O01988,2025-02-16,21:29:00,C5633,S08,Online,Zomato
O01989,2025-01-29,09:08:00,C19529,S07,Online,Starbucks App
O01990,2025-03-01,14:44:00,C7943,S07,Online,Zomato
O01991,2025-01-19,16:51:00,C2314,S04,Store,In Store
O01992,2025-02-19,15:59:00,C3682,S01,Store,In Store
O01993,2025-03-30,08:12:00,C10317,S06,Online,Zomato
O01994,2025-01-01,22:20:00,C14262,S04,Online,Starbucks App
O01995,2025-02-18,22:40:00,C14516,S08,Online,Starbucks App
O01996,2025-02-03,16:53:00,C3201,S05,Store,In Store
O01997,2025-03-21,21:17:00,C3339,S04,Online,Starbucks App
O01998,2025-02-06,19:51:00,C13185,S05,Online,Starbucks App
O01999,2025-02-02,14:17:00,C14625,S01,Online,Starbucks App
O02000,2025-02-06,11:57:00,C6938,S03,Store,In Store
O02001,2025-02-05,17:26:00,C3324,S05,Online,Swiggy
O02002,2025-02-10,11:37:00,C11691,S06,Store,In Store
O02003,2025-03-07,12:42:00,C11589,S07,Online,Starbucks App
O02004,2025-01-10,11:41:00,C4845,S03,Online,Zomato
O02005,2025-03-26,12:48:00,C835,S08,Online,Starbucks App
O02006,2025-01-02,10:36:00,C13111,S06,Store,In Store
O02007,2025-02-16,21:36:00,C16913,S08,Online,Starbucks App
O02008,2025-01-23,18:48:00,C7159,S06,Online,Zomato
O02009,2025-01-13,12:38:00,C16180,S04,Online,Swiggy
O02010,2025-02-24,12:16:00,C6936,S08,Store,In Store
O02011,2025-02-09,13:37:00,C7242,S08,Online,Starbucks App
O02012,2025-03-26,13:39:00,C767,S01,Store,In Store
O02013,2025-03-17,10:00:00,C1151,S08,Online,Zomato
O02014,2025-02-12,22:35:00,C14145,S01,Store,In Store
O02015,2025-03-02,07:45:00,C19007,S04,Online,Starbucks App
O02016,2025-01-18,18:19:00,C655,S08,Store,In Store
O02017,2025-03-01,18:30:00,C9226,S06,Store,In Store
O02018,2025-01-28,21:54:00,C4705,S02,Store,In Store
O02019,2025-02-15,20:39:00,C15140,S08,Online,Swiggy
O02020,2025-01-02,19:35:00,C19776,S03,Online,Starbucks App
O02021,2025-02-12,15:00:00,C16386,S01,Store,In Store
O02022,2025-02-13,16:25:00,C808,S06,Online,Zomato
O02023,2025-03-21,12:44:00,C18800,S04,Store,In Store
O02024,2025-03-02,11:25:00,C10765,S03,Store,In Store
O02025,2025-01-21,15:36:00,C13965,S06,Store,In Store
O02026,2025-01-11,22:19:00,C18008,S04,Online,Zomato
O02027,2025-02-27,13:33:00,C3760,S01,Store,In Store
O02028,2025-02-07,07:53:00,C17214,S05,Store,In Store
O02029,2025-02-21,12:42:00,C12995,S02,Store,In Store
O02030,2025-03-28,15:19:00,C19735,S05,Store,In Store
O02031,2025-01-16,17:31:00,C7575,S08,Online,Zomato
O02032,2025-03-13,21:37:00,C5800,S01,Online,Starbucks App
O02033,2025-02-21,07:44:00,C7822,S04,Online,Swiggy
O02034,2025-01-10,10:58:00,C16197,S02,Store,In Store
O02035,2025-02-07,13:11:00,C521,S05,Store,In Store
O02036,2025-02-03,17:52:00,C8190,S06,Online,Swiggy
O02037,2025-01-22,07:26:00,C10140,S08,Online,Swiggy
O02038,2025-02-16,15:53:00,C14591,S05,Online,Starbucks App
O02039,2025-01-12,07:46:00,C1262,S04,Store,In Store
O02040,2025-02-24,19:51:00,C743,S01,Online,Swiggy
O02041,2025-02-19,07:58:00,C12711,S05,Store,In Store
O02042,2025-01-10,12:38:00,C17567,S08,Online,Swiggy
O02043,2025-02-18,21:06:00,C7028,S07,Store,In Store
O02044,2025-03-24,14:42:00,C17192,S04,Online,Starbucks App
O02045,2025-01-31,13:28:00,C4877,S05,Online,Zomato
O02046,2025-02-18,21:13:00,C10193,S08,Online,Starbucks App
O02047,2025-03-19,17:07:00,C11573,S05,Online,Swiggy
O02048,2025-01-21,13:15:00,C408,S07,Store,In Store
O02049,2025-03-29,14:57:00,C15589,S05,Online,Starbucks App
O02050,2025-01-22,16:32:00,C14438,S08,Store,In Store
O02051,2025-03-17,19:13:00,C3982,S06,Online,Swiggy
O02052,2025-01-04,11:26:00,C14548,S07,Online,Zomato
O02053,2025-03-06,07:39:00,C6277,S08,Store,In Store
