bill_id,order_id,customer_id,product_id,quantity,total_amount,payment_method,store_id
B01244,O01244,C11233,P09,3,1005,Cash,S03
B01245,O01245,C17367,P25,2,630,Cash,S07
B01246,O01246,C10875,P32,3,1050,Cash,S04
B01247,O01247,C3207,P29,3,957,Card,S07
B01248,O01248,C9577,P17,2,650,UPI,S02
B01249,O01249,C12564,P26,2,670,Card,S01
B01250,O01250,C11126,P34,3,720,Cash,S08
B01251,O01251,C13155,P09,2,670,Cash,S01
B01252,O01252,C8493,P04,1,260,UPI,S08
B01253,O01253,C16203,P03,3,825,UPI,S04
B01254,O01254,C12719,P34,3,720,UPI,S01
B01255,O01255,C17101,P23,2,720,Card,S07
B01256,O01256,C7930,P26,1,335,Card,S03
B01257,O01257,C4077,P42,1,280,UPI,S08
B01258,O01258,C14176,P42,3,840,UPI,S03
B01259,O01259,C1914,P39,2,600,Cash,S02
B01260,O01260,C19589,P26,1,335,UPI,S05
B01261,O01261,C1165,P30,1,339,UPI,S05
B01262,O01262,C12019,P04,2,520,Cash,S03
B01263,O01263,C13147,P37,2,520,Card,S02
B01264,O01264,C11556,P13,3,840,Cash,S08
B01265,O01265,C6621,P21,1,335,Card,S08
B01266,O01266,C19656,P01,1,235,Card,S06
B01267,O01267,C2403,P15,3,960,Cash,S05
B01268,O01268,C4221,P07,3,885,UPI,S08
B01269,O01269,C9884,P37,2,520,UPI,S08
B01270,O01270,C7767,P36,3,840,Card,S04
B01271,O01271,C16069,P17,2,650,Card,S01
B01272,O01272,C14505,P22,2,680,Card,S03
B01273,O01273,C9143,P17,2,650,Cash,S01
B01274,O01274,C17363,P01,2,470,Cash,S06
B01275,O01275,C19409,P39,2,600,UPI,S05
B01276,O01276,C16743,P08,2,630,Card,S06
B01277,O01277,C6298,P38,2,560,Cash,S07
B01278,O01278,C11031,P40,3,630,Card,S07
B01279,O01279,C14904,P24,1,380,Card,S01
B01280,O01280,C3075,P02,2,510,Cash,S03
B01281,O01281,C9764,P36,1,280,Cash,S05
B01282,O01282,C17767,P23,1,360,UPI,S07
B01283,O01283,C7896,P35,1,260,Card,S08
B01284,O01284,C2461,P28,1,299,Card,S06
B01285,O01285,C6723,P24,1,380,UPI,S08
B01286,O01286,C11438,P41,3,660,UPI,S06
B01287,O01287,C10816,P42,1,280,Card,S01
B01288,O01288,C18027,P08,2,630,Cash,S05
B01289,O01289,C16962,P06,1,300,UPI,S07
B01290,O01290,C10740,P02,3,765,Card,S02
B01291,O01291,C16705,P09,2,670,Card,S02
B01292,O01292,C4464,P21,2,670,UPI,S03
B01293,O01293,C5778,P31,1,330,Card,S06
B01294,O01294,C7688,P38,1,280,Card,S02
B01295,O01295,C12580,P36,1,280,Card,S01
B01296,O01296,C2181,P39,3,900,Card,S04
B01297,O01297,C268,P25,1,315,Card,S03
B01298,O01298,C4465,P26,1,335,Card,S06
B01299,O01299,C11843,P03,3,825,UPI,S05
B01300,O01300,C8775,P23,3,1080,Card,S02
B01301,O01301,C3547,P11,3,705,Cash,S03
B01302,O01302,C5911,P36,3,840,Cash,S01
B01303,O01303,C4607,P37,1,260,Card,S07
B01304,O01304,C1479,P17,1,325,UPI,S01
B01305,O01305,C7509,P02,1,255,UPI,S08
B01306,O01306,C6255,P12,2,510,Card,S05
B01307,O01307,C16518,P07,1,295,Card,S07
B01308,O01308,C7835,P19,2,590,Cash,S04
B01309,O01309,C2431,P25,1,315,UPI,S01
B01310,O01310,C2837,P40,3,630,Cash,S03
B01311,O01311,C18904,P23,3,1080,Cash,S06
B01312,O01312,C4023,P07,3,885,Cash,S01
B01313,O01313,C5909,P28,3,897,UPI,S04
B01314,O01314,C4095,P43,1,250,UPI,S02
B01315,O01315,C14256,P14,3,900,Card,S02
B01316,O01316,C4017,P29,3,957,UPI,S08
B01317,O01317,C13539,P37,2,520,Card,S02
B01318,O01318,C8747,P17,3,975,Card,S08
B01319,O01319,C658,P14,3,900,Cash,S06
B01320,O01320,C12251,P17,1,325,Cash,S06
B01321,O01321,C4551,P15,1,320,Card,S08
B01322,O01322,C1351,P12,1,255,Cash,S01
B01323,O01323,C16433,P31,1,330,Card,S02
B01324,O01324,C11621,P22,2,680,Card,S01
B01325,O01325,C3151,P27,2,710,Cash,S04
B01326,O01326,C10006,P21,3,1005,UPI,S01
B01327,O01327,C7596,P38,2,560,Cash,S04
B01328,O01328,C19351,P10,1,215,UPI,S05
B01329,O01329,C9797,P21,3,1005,Card,S03
B01330,O01330,C446,P03,1,275,UPI,S08
B01331,O01331,C9139,P26,1,335,Cash,S04
B01332,O01332,C1481,P04,2,520,Cash,S02
B01333,O01333,C13826,P16,3,915,Card,S04
B01334,O01334,C14663,P02,2,510,Card,S05
B01335,O01335,C1922,P09,3,1005,Cash,S04
B01336,O01336,C186,P04,2,520,Card,S01
B01337,O01337,C15113,P06,2,600,Card,S01
B01338,O01338,C14000,P32,1,350,Cash,S06
B01339,O01339,C14892,P26,1,335,Card,S06
B01340,O01340,C4440,P30,2,678,UPI,S03
B01341,O01341,C3809,P37,2,520,UPI,S05
B01342,O01342,C3247,P06,2,600,Cash,S06
B01343,O01343,C19670,P06,1,300,Cash,S04
B01344,O01344,C18625,P27,3,1065,Cash,S04
B01345,O01345,C1644,P19,2,590,Card,S08
B01346,O01346,C19418,P36,3,840,Card,S05
B01347,O01347,C16403,P15,1,320,Card,S07
B01348,O01348,C14620,P03,3,825,Cash,S07
B01349,O01349,C18097,P11,2,470,UPI,S05
B01350,O01350,C3333,P40,1,210,UPI,S05
B01351,O01351,C17863,P37,2,520,Cash,S07
B01352,O01352,C6315,P41,3,660,Card,S06
B01353,O01353,C9371,P38,2,560,Card,S02
B01354,O01354,C5789,P40,1,210,Cash,S02
B01355,O01355,C17727,P14,2,600,Card,S02
B01356,O01356,C11145,P28,3,897,Card,S05
B01357,O01357,C9421,P39,2,600,Cash,S04
B01358,O01358,C5404,P31,3,990,Card,S08
B01359,O01359,C4811,P21,1,335,UPI,S08
B01360,O01360,C13456,P34,3,720,Cash,S01
B01361,O01361,C19151,P07,3,885,Cash,S02
B01362,O01362,C7239,P19,2,590,Cash,S07
B01363,O01363,C5933,P20,1,315,Cash,S04
B01364,O01364,C16639,P17,2,650,UPI,S07
B01365,O01365,C4490,P03,2,550,UPI,S05
B01366,O01366,C12723,P04,2,520,Card,S07
B01367,O01367,C397,P21,3,1005,Card,S06
B01368,O01368,C14866,P13,1,280,Cash,S07
B01369,O01369,C11466,P27,2,710,Cash,S03
B01370,O01370,C9833,P15,3,960,UPI,S01
B01371,O01371,C5651,P14,1,300,UPI,S04
B01372,O01372,C5334,P11,1,235,Card,S04
B01373,O01373,C18631,P35,1,260,UPI,S08
B01374,O01374,C11056,P39,3,900,UPI,S02
B01375,O01375,C19361,P11,1,235,Cash,S01
B01376,O01376,C17027,P16,3,915,Cash,S06
B01377,O01377,C12722,P29,3,957,Cash,S01
B01378,O01378,C16702,P32,1,350,UPI,S07
B01379,O01379,C13998,P30,3,1017,UPI,S03
B01380,O01380,C14737,P14,1,300,UPI,S02
B01381,O01381,C16647,P35,1,260,Card,S01
B01382,O01382,C13351,P35,1,260,Card,S07
B01383,O01383,C11874,P03,2,550,UPI,S07
B01384,O01384,C5276,P04,3,780,Card,S04
B01385,O01385,C5221,P26,2,670,UPI,S04
B01386,O01386,C8485,P17,3,975,Card,S06
B01387,O01387,C1325,P39,1,300,UPI,S06
B01388,O01388,C9504,P43,3,750,Card,S01
B01389,O01389,C11724,P11,3,705,Card,S03
B01390,O01390,C5441,P34,1,240,UPI,S01
B01391,O01391,C2789,P27,3,1065,Cash,S05
B01392,O01392,C9877,P31,2,660,Card,S05
B01393,O01393,C13631,P24,2,760,UPI,S03
B01394,O01394,C1421,P21,3,1005,Cash,S07
B01395,O01395,C4160,P17,3,975,Cash,S03
B01396,O01396,C9551,P10,2,430,UPI,S04
B01397,O01397,C14482,P15,1,320,Cash,S08
B01398,O01398,C5809,P30,3,1017,Card,S04
B01399,O01399,C15564,P14,3,900,Card,S01
B01400,O01400,C7945,P36,3,840,Cash,S07
B01401,O01401,C693,P23,1,360,UPI,S05
B01402,O01402,C6404,P29,2,638,Card,S07
B01403,O01403,C19338,P36,2,560,Cash,S02
B01404,O01404,C4379,P10,2,430,Card,S06
B01405,O01405,C10605,P22,2,680,UPI,S03
B01406,O01406,C13651,P20,3,945,Cash,S08
B01407,O01407,C16797,P38,1,280,UPI,S08
B01408,O01408,C19516,P29,3,957,Card,S03
B01409,O01409,C13993,P26,2,670,Card,S05
B01410,O01410,C15082,P42,1,280,UPI,S08
B01411,O01411,C1946,P36,1,280,Cash,S04
B01412,O01412,C16436,P30,1,339,UPI,S03
B01413,O01413,C15116,P42,1,280,Cash,S04
B01414,O01414,C9794,P42,2,560,Card,S02
B01415,O01415,C6834,P05,3,840,UPI,S04
B01416,O01416,C15075,P12,2,510,UPI,S06
B01417,O01417,C724,P43,3,750,Cash,S04
B01418,O01418,C8795,P31,2,660,UPI,S05
B01419,O01419,C17230,P04,2,520,Card,S03
B01420,O01420,C15365,P43,2,500,UPI,S07
B01421,O01421,C10024,P06,2,600,Cash,S06
B01422,O01422,C11927,P24,1,380,UPI,S02
B01423,O01423,C6969,P15,3,960,Card,S08
B01424,O01424,C18636,P39,2,600,UPI,S07
B01425,O01425,C15489,P33,2,740,Card,S06
B01426,O01426,C19661,P11,1,235,Card,S06
B01427,O01427,C8332,P16,1,305,Card,S01
B01428,O01428,C3570,P27,1,355,UPI,S07
B01429,O01429,C7108,P22,2,680,Cash,S04
B01430,O01430,C8145,P41,1,220,Card,S01
B01431,O01431,C1671,P38,2,560,UPI,S03
B01432,O01432,C10591,P33,3,1110,Cash,S01
B01433,O01433,C11840,P28,2,598,Card,S07
B01434,O01434,C5254,P39,3,900,Cash,S03
B01435,O01435,C9564,P01,2,470,UPI,S02
B01436,O01436,C14147,P22,3,1020,UPI,S08
B01437,O01437,C7160,P24,1,380,UPI,S07
B01438,O01438,C17046,P07,1,295,Card,S04
B01439,O01439,C17427,P28,1,299,Cash,S01
B01440,O01440,C8858,P24,1,380,Card,S03
B01441,O01441,C19442,P01,1,235,Card,S07
B01442,O01442,C16422,P36,2,560,UPI,S05
B01443,O01443,C16484,P21,3,1005,UPI,S05
B01444,O01444,C6074,P22,3,1020,UPI,S03
B01445,O01445,C9538,P30,1,339,UPI,S03
B01446,O01446,C11278,P34,1,240,Card,S02
B01447,O01447,C16688,P26,1,335,Card,S05
B01448,O01448,C197,P21,3,1005,UPI,S04
B01449,O01449,C4678,P11,2,470,UPI,S06
B01450,O01450,C394,P14,1,300,Cash,S07
B01451,O01451,C17144,P19,3,885,Cash,S01
B01452,O01452,C9147,P41,2,440,Cash,S02
B01453,O01453,C18692,P28,3,897,UPI,S07
B01454,O01454,C13836,P28,3,897,UPI,S03
B01455,O01455,C6619,P21,1,335,Card,S07
B01456,O01456,C10153,P05,2,560,Card,S05
B01457,O01457,C1593,P26,3,1005,Card,S03
B01458,O01458,C18754,P38,1,280,Card,S07
B01459,O01459,C109,P16,1,305,UPI,S04
B01460,O01460,C3381,P01,3,705,Cash,S07
B01461,O01461,C13357,P22,2,680,Cash,S04
B01462,O01462,C13653,P01,1,235,UPI,S02
B01463,O01463,C7902,P11,1,235,UPI,S07
B01464,O01464,C11706,P15,3,960,Cash,S03
B01465,O01465,C14573,P21,2,670,Cash,S05
B01466,O01466,C19002,P37,1,260,Cash,S08
B01467,O01467,C3408,P21,1,335,Cash,S04
B01468,O01468,C8591,P36,3,840,Card,S07
B01469,O01469,C4200,P33,3,1110,Card,S08
B01470,O01470,C15929,P40,2,420,UPI,S01
B01471,O01471,C12061,P02,2,510,Card,S04
B01472,O01472,C10231,P09,1,335,UPI,S03
B01473,O01473,C4628,P18,2,690,UPI,S07
B01474,O01474,C1456,P40,2,420,Card,S06
B01475,O01475,C9496,P38,2,560,Cash,S04
B01476,O01476,C8378,P01,3,705,Cash,S06
B01477,O01477,C754,P28,3,897,Card,S02
B01478,O01478,C9332,P25,1,315,Card,S06
B01479,O01479,C17751,P03,2,550,UPI,S08
B01480,O01480,C1245,P31,1,330,Card,S05
B01481,O01481,C19112,P12,2,510,Cash,S06
B01482,O01482,C1722,P10,3,645,Cash,S06
B01483,O01483,C16426,P03,3,825,UPI,S08
B01484,O01484,C4664,P12,1,255,UPI,S01
B01485,O01485,C12851,P08,3,945,Card,S01
B01486,O01486,C12857,P13,1,280,UPI,S01
B01487,O01487,C7477,P39,3,900,Cash,S03
B01488,O01488,C15685,P26,3,1005,UPI,S07
B01489,O01489,C4611,P12,3,765,UPI,S01
B01490,O01490,C18309,P24,2,760,Card,S04
B01491,O01491,C3849,P35,3,780,Cash,S05
B01492,O01492,C18641,P37,1,260,Card,S08
B01493,O01493,C17849,P13,3,840,Cash,S03
B01494,O01494,C12201,P07,1,295,Cash,S08
B01495,O01495,C16662,P12,1,255,Card,S08
B01496,O01496,C19422,P26,1,335,UPI,S01
B01497,O01497,C4474,P16,3,915,Cash,S08
B01498,O01498,C5713,P28,2,598,Cash,S05
B01499,O01499,C17390,P08,3,945,Cash,S06
B01500,O01500,C10143,P30,2,678,Cash,S02
B01501,O01501,C757,P09,2,670,Card,S01
B01502,O01502,C16614,P30,1,339,UPI,S04
B01503,O01503,C12857,P25,3,945,Cash,S06
B01504,O01504,C9147,P12,1,255,UPI,S03
B01505,O01505,C8441,P35,2,520,Cash,S04
B01506,O01506,C8847,P17,1,325,Cash,S04
B01507,O01507,C2587,P38,2,560,Cash,S07
B01508,O01508,C13208,P30,3,1017,Cash,S04
B01509,O01509,C6167,P05,2,560,UPI,S02
B01510,O01510,C13266,P05,2,560,Card,S04
B01511,O01511,C14215,P40,3,630,Card,S05
B01512,O01512,C2578,P38,1,280,UPI,S04
B01513,O01513,C17049,P41,1,220,Cash,S02
B01514,O01514,C14636,P40,2,420,UPI,S03
B01515,O01515,C12419,P03,3,825,UPI,S05
B01516,O01516,C2438,P24,2,760,Card,S06
B01517,O01517,C5616,P33,2,740,UPI,S03
B01518,O01518,C12399,P42,3,840,Cash,S05
B01519,O01519,C1444,P26,3,1005,Card,S01
B01520,O01520,C677,P07,1,295,UPI,S05
B01521,O01521,C11205,P06,2,600,UPI,S01
B01522,O01522,C7063,P43,3,750,Card,S07
B01523,O01523,C395,P01,1,235,UPI,S06
B01524,O01524,C11514,P25,1,315,Cash,S05
B01525,O01525,C14176,P25,3,945,UPI,S06
B01526,O01526,C6265,P35,1,260,Cash,S08
B01527,O01527,C5371,P23,1,360,UPI,S04
B01528,O01528,C14852,P11,2,470,UPI,S06
B01529,O01529,C5615,P04,2,520,Cash,S06
B01530,O01530,C19704,P34,2,480,Card,S07
B01531,O01531,C19377,P37,3,780,UPI,S08
B01532,O01532,C16770,P19,1,295,Cash,S08
B01533,O01533,C13944,P27,2,710,Card,S03
B01534,O01534,C17516,P30,1,339,Cash,S04
B01535,O01535,C11512,P26,1,335,UPI,S07
B01536,O01536,C14280,P31,2,660,UPI,S02
B01537,O01537,C12817,P41,2,440,Cash,S06
B01538,O01538,C12324,P02,1,255,Cash,S06
B01539,O01539,C7890,P32,2,700,UPI,S05
B01540,O01540,C1771,P14,2,600,Card,S02
B01541,O01541,C11986,P22,2,680,Cash,S03
B01542,O01542,C19051,P13,1,280,Cash,S01
B01543,O01543,C18351,P30,2,678,Card,S06
B01544,O01544,C6591,P03,1,275,Card,S07
B01545,O01545,C18643,P34,2,480,Card,S03
B01546,O01546,C19413,P04,1,260,UPI,S08
B01547,O01547,C7989,P10,1,215,UPI,S08
B01548,O01548,C5084,P42,2,560,UPI,S04
B01549,O01549,C6131,P10,1,215,Cash,S03
B01550,O01550,C19943,P29,2,638,UPI,S05
B01551,O01551,C16387,P21,1,335,Card,S01
B01552,O01552,C16561,P07,3,885,Cash,S08
B01553,O01553,C3441,P02,2,510,UPI,S03
B01554,O01554,C14808,P02,1,255,UPI,S02
B01555,O01555,C10765,P18,1,345,Cash,S04
B01556,O01556,C18201,P22,3,1020,Cash,S01
B01557,O01557,C19259,P02,2,510,Card,S02
B01558,O01558,C11610,P32,1,350,Card,S05
B01559,O01559,C13240,P03,1,275,Cash,S01
B01560,O01560,C18619,P17,1,325,UPI,S07
B01561,O01561,C4985,P28,1,299,Card,S08
B01562,O01562,C13494,P15,2,640,Cash,S02
B01563,O01563,C8510,P29,2,638,Cash,S01
B01564,O01564,C7466,P02,3,765,UPI,S06
B01565,O01565,C2151,P14,1,300,Cash,S07
B01566,O01566,C7580,P03,1,275,UPI,S04
B01567,O01567,C7168,P01,1,235,Cash,S08
B01568,O01568,C7307,P16,3,915,UPI,S01
B01569,O01569,C10889,P05,1,280,UPI,S02
B01570,O01570,C8992,P05,2,560,Cash,S08
B01571,O01571,C5910,P06,1,300,Cash,S06
B01572,O01572,C16220,P03,2,550,UPI,S02
B01573,O01573,C3395,P04,1,260,Cash,S06
B01574,O01574,C4851,P04,2,520,UPI,S07
B01575,O01575,C5827,P09,2,670,Card,S01
B01576,O01576,C6419,P35,2,520,Cash,S08
B01577,O01577,C4859,P24,2,760,Card,S04
B01578,O01578,C11342,P03,1,275,Card,S03
B01579,O01579,C6516,P23,3,1080,Card,S02
B01580,O01580,C6576,P35,2,520,UPI,S07
B01581,O01581,C5675,P40,3,630,UPI,S01
B01582,O01582,C8947,P07,2,590,Cash,S07
B01583,O01583,C2146,P05,1,280,Cash,S02
B01584,O01584,C9017,P23,3,1080,Cash,S02
B01585,O01585,C8061,P06,1,300,Card,S01
B01586,O01586,C7442,P27,2,710,Cash,S05
B01587,O01587,C8058,P05,3,840,Card,S02
B01588,O01588,C15188,P43,3,750,Card,S07
B01589,O01589,C18727,P38,3,840,Card,S02
B01590,O01590,C16469,P38,3,840,Cash,S07
B01591,O01591,C17572,P34,2,480,Cash,S05
B01592,O01592,C8430,P03,1,275,UPI,S02
B01593,O01593,C10583,P40,1,210,UPI,S04
B01594,O01594,C12932,P43,2,500,Card,S06
B01595,O01595,C11866,P38,1,280,Card,S03
B01596,O01596,C18949,P19,3,885,Cash,S05
B01597,O01597,C13076,P06,3,900,UPI,S07
B01598,O01598,C14399,P04,2,520,UPI,S01
B01599,O01599,C16888,P08,3,945,UPI,S07
B01600,O01600,C1019,P02,2,510,Cash,S06
B01601,O01601,C13413,P17,1,325,UPI,S06
B01602,O01602,C17836,P29,1,319,Cash,S01
B01603,O01603,C11566,P25,1,315,Card,S03
B01604,O01604,C12748,P10,2,430,Card,S07
B01605,O01605,C4285,P18,3,1035,Card,S01
B01606,O01606,C11265,P29,3,957,UPI,S02
B01607,O01607,C10779,P16,3,915,Card,S06
B01608,O01608,C5614,P18,1,345,Card,S07
B01609,O01609,C11620,P38,2,560,Card,S01
B01610,O01610,C9587,P29,1,319,Cash,S08
B01611,O01611,C3890,P37,1,260,UPI,S02
B01612,O01612,C14596,P41,2,440,Card,S01
B01613,O01613,C2439,P37,1,260,UPI,S07
B01614,O01614,C1877,P30,1,339,Card,S03
B01615,O01615,C4729,P41,1,220,Cash,S03
B01616,O01616,C7311,P30,3,1017,UPI,S07
B01617,O01617,C7101,P06,2,600,UPI,S03
B01618,O01618,C14562,P40,1,210,Card,S03
B01619,O01619,C17159,P26,2,670,UPI,S05
B01620,O01620,C11294,P35,3,780,Card,S05
B01621,O01621,C19485,P40,3,630,Card,S02
B01622,O01622,C9244,P15,3,960,UPI,S08
B01623,O01623,C10910,P06,3,900,UPI,S06
B01624,O01624,C7301,P33,1,370,UPI,S04
B01625,O01625,C19841,P31,2,660,Card,S02
B01626,O01626,C17055,P17,2,650,Cash,S01
B01627,O01627,C10185,P23,3,1080,Cash,S08
B01628,O01628,C875,P01,3,705,Card,S05
B01629,O01629,C18067,P37,1,260,Card,S05
B01630,O01630,C15944,P29,1,319,Cash,S02
B01631,O01631,C7196,P42,3,840,Card,S03
B01632,O01632,C4903,P29,2,638,Card,S05
B01633,O01633,C19767,P08,1,315,UPI,S05
B01634,O01634,C992,P17,2,650,UPI,S06
B01635,O01635,C15157,P13,2,560,Card,S07
B01636,O01636,C15212,P24,3,1140,Card,S03
B01637,O01637,C1897,P09,3,1005,Card,S07
B01638,O01638,C17350,P24,1,380,Card,S04
B01639,O01639,C14217,P39,1,300,UPI,S03
B01640,O01640,C2592,P12,3,765,Card,S08
B01641,O01641,C16271,P13,1,280,UPI,S02
B01642,O01642,C9343,P42,2,560,Card,S08
B01643,O01643,C11901,P07,3,885,UPI,S04
B01644,O01644,C10178,P17,1,325,Cash,S03
B01645,O01645,C9919,P42,1,280,Card,S02
B01646,O01646,C5279,P43,1,250,Card,S06
B01647,O01647,C11233,P01,3,705,Cash,S03
B01648,O01648,C6360,P12,3,765,UPI,S02
B01649,O01649,C3858,P42,2,560,Cash,S01
B01650,O01650,C19654,P28,2,598,UPI,S01
B01651,O01651,C14412,P26,1,335,Card,S08
B01652,O01652,C12146,P29,3,957,UPI,S05
B01653,O01653,C8558,P23,1,360,Card,S04
B01654,O01654,C5166,P20,1,315,Cash,S01
B01655,O01655,C7680,P03,2,550,Card,S08
B01656,O01656,C11812,P08,1,315,Card,S06
B01657,O01657,C124,P28,1,299,UPI,S08
B01658,O01658,C1546,P36,2,560,UPI,S07
B01659,O01659,C12711,P34,2,480,UPI,S06
B01660,O01660,C2083,P12,1,255,Card,S06
B01661,O01661,C8370,P18,2,690,Cash,S04
B01662,O01662,C16976,P26,3,1005,UPI,S05
B01663,O01663,C16643,P32,2,700,Card,S03
B01664,O01664,C7727,P38,1,280,Card,S06
B01665,O01665,C17907,P25,3,945,UPI,S05
B01666,O01666,C3321,P10,3,645,Card,S02
B01667,O01667,C5469,P39,2,600,Cash,S04
B01668,O01668,C11334,P11,2,470,Cash,S06
B01669,O01669,C17641,P14,2,600,Card,S03
B01670,O01670,C19776,P14,2,600,Card,S06
B01671,O01671,C16410,P28,2,598,UPI,S01
B01672,O01672,C11089,P34,1,240,UPI,S02
B01673,O01673,C8407,P37,1,260,UPI,S03
B01674,O01674,C5934,P17,2,650,Cash,S01
B01675,O01675,C2423,P23,1,360,Cash,S02
B01676,O01676,C17253,P26,3,1005,UPI,S02
B01677,O01677,C9626,P21,3,1005,Card,S05
B01678,O01678,C18023,P14,3,900,Cash,S06
B01679,O01679,C11673,P32,1,350,Cash,S04
B01680,O01680,C4916,P26,1,335,Cash,S07
B01681,O01681,C19777,P08,2,630,Card,S07
B01682,O01682,C5246,P17,1,325,UPI,S07
B01683,O01683,C5932,P34,1,240,Cash,S04
B01684,O01684,C18656,P10,1,215,UPI,S06
B01685,O01685,C5207,P02,1,255,Card,S04
B01686,O01686,C19941,P26,1,335,Cash,S04
B01687,O01687,C15769,P36,3,840,UPI,S03
B01688,O01688,C18645,P39,1,300,Card,S02
B01689,O01689,C3677,P34,2,480,Card,S03
B01690,O01690,C14772,P30,2,678,Card,S06
B01691,O01691,C16923,P14,2,600,UPI,S06
B01692,O01692,C17231,P30,2,678,Cash,S01
B01693,O01693,C6793,P01,1,235,Cash,S04
B01694,O01694,C1671,P17,1,325,UPI,S05
B01695,O01695,C4452,P14,3,900,UPI,S03
B01696,O01696,C3327,P42,3,840,Cash,S06
B01697,O01697,C1218,P26,2,670,Cash,S01
B01698,O01698,C19892,P17,3,975,Cash,S04
B01699,O01699,C16907,P06,1,300,UPI,S05
B01700,O01700,C844,P19,1,295,Card,S05
B01701,O01701,C17920,P36,1,280,UPI,S01
B01702,O01702,C8524,P04,3,780,UPI,S07
B01703,O01703,C12854,P30,2,678,Card,S01
B01704,O01704,C11987,P22,3,1020,UPI,S08
B01705,O01705,C13976,P07,3,885,Card,S03
B01706,O01706,C2328,P13,1,280,UPI,S06
B01707,O01707,C12169,P26,3,1005,Card,S03
B01708,O01708,C15459,P40,2,420,Cash,S06
B01709,O01709,C10675,P43,1,250,Card,S01
B01710,O01710,C4526,P27,1,355,UPI,S02
B01711,O01711,C1527,P33,2,740,Cash,S02
B01712,O01712,C6483,P02,1,255,Cash,S08
B01713,O01713,C3672,P27,2,710,UPI,S08
B01714,O01714,C6407,P06,3,900,UPI,S07
B01715,O01715,C10013,P23,3,1080,UPI,S03
B01716,O01716,C6559,P15,1,320,Card,S08
B01717,O01717,C16239,P01,3,705,Card,S05
B01718,O01718,C17256,P29,3,957,UPI,S08
B01719,O01719,C14684,P08,1,315,UPI,S02
B01720,O01720,C8568,P21,3,1005,Card,S03
B01721,O01721,C19540,P06,1,300,Cash,S01
B01722,O01722,C196,P18,3,1035,Cash,S07
B01723,O01723,C11145,P30,2,678,Card,S07
B01724,O01724,C15690,P24,1,380,UPI,S07
B01725,O01725,C11004,P37,1,260,UPI,S06
B01726,O01726,C5468,P12,2,510,Card,S03
B01727,O01727,C2611,P25,3,945,Cash,S07
B01728,O01728,C12140,P17,3,975,UPI,S08
B01729,O01729,C3178,P16,1,305,Card,S03
B01730,O01730,C15410,P16,2,610,UPI,S08
B01731,O01731,C11415,P29,2,638,Cash,S04
B01732,O01732,C5514,P36,3,840,Cash,S08
B01733,O01733,C1550,P42,2,560,UPI,S07
B01734,O01734,C18857,P09,3,1005,UPI,S02
B01735,O01735,C16473,P14,3,900,Cash,S05
B01736,O01736,C16585,P26,1,335,Cash,S05
B01737,O01737,C751,P43,2,500,UPI,S04
B01738,O01738,C9210,P11,2,470,Cash,S02
B01739,O01739,C18009,P08,2,630,UPI,S02
B01740,O01740,C8098,P36,2,560,Card,S08
B01741,O01741,C12588,P36,1,280,Cash,S03
B01742,O01742,C6704,P11,3,705,UPI,S03
B01743,O01743,C6411,P34,3,720,UPI,S04
B01744,O01744,C5218,P41,3,660,Card,S02
B01745,O01745,C8269,P32,2,700,Cash,S02
B01746,O01746,C4144,P10,1,215,Card,S07
B01747,O01747,C9490,P31,3,990,Card,S08
B01748,O01748,C10205,P08,3,945,Card,S07
B01749,O01749,C3267,P13,3,840,UPI,S05
B01750,O01750,C3773,P23,2,720,UPI,S03
B01751,O01751,C6932,P41,2,440,UPI,S07
B01752,O01752,C11089,P28,3,897,Cash,S05
B01753,O01753,C11666,P05,2,560,UPI,S02
B01754,O01754,C13442,P10,1,215,Card,S02
B01755,O01755,C7742,P09,1,335,Cash,S02
B01756,O01756,C1610,P26,3,1005,Cash,S01
B01757,O01757,C4806,P01,1,235,Card,S08
B01758,O01758,C15743,P25,2,630,Cash,S03
B01759,O01759,C945,P32,2,700,Card,S08
B01760,O01760,C12533,P11,2,470,Cash,S01
B01761,O01761,C6931,P33,1,370,Cash,S05
B01762,O01762,C4780,P12,2,510,Cash,S06
B01763,O01763,C2435,P26,2,670,Card,S08
B01764,O01764,C8685,P03,3,825,Card,S06
B01765,O01765,C15283,P09,3,1005,Cash,S08
B01766,O01766,C4814,P43,1,250,Card,S03
B01767,O01767,C9239,P23,3,1080,UPI,S04
B01768,O01768,C7613,P34,3,720,Card,S03
B01769,O01769,C4640,P13,2,560,Card,S06
B01770,O01770,C7573,P12,1,255,Card,S02
B01771,O01771,C15457,P10,2,430,Card,S05
B01772,O01772,C11488,P02,2,510,UPI,S07
B01773,O01773,C14733,P28,3,897,Card,S03
B01774,O01774,C15395,P23,3,1080,Card,S03
B01775,O01775,C3423,P12,2,510,Cash,S03
B01776,O01776,C6863,P37,3,780,Card,S03
B01777,O01777,C7345,P05,3,840,UPI,S04
B01778,O01778,C8567,P28,3,897,UPI,S03
B01779,O01779,C16099,P13,3,840,Card,S03
B01780,O01780,C4107,P01,1,235,Cash,S02
B01781,O01781,C668,P19,1,295,UPI,S08
B01782,O01782,C9090,P11,2,470,Cash,S03
B01783,O01783,C9151,P28,2,598,Card,S04
B01784,O01784,C6569,P23,3,1080,Cash,S01
B01785,O01785,C3527,P20,2,630,Cash,S04
B01786,O01786,C5252,P22,1,340,Card,S06
